site_id,site_name,site_address,city,zip_code,enf_action_date,enf_action_type,enf_action_description,enf_action_notes,enf_action_division,enf_action_program,enf_action_source
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2003-12-01,Oral Communication,Oral Communication,,Water Boards,UNSPEC,CIWQS
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2003-12-18,Oral Communication,Oral Communication,,Water Boards,UNSPEC,CIWQS
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2008-12-09,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2010-08-11,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2013-09-06,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348349,328 Cloverdale Apartments,328 CLOVERDALE,LOS ANGELES,90036,2013-11-12,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348388,435 Detroit,435 DETROIT,LOS ANGELES,90036,2011-01-27,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348388,435 Detroit,435 DETROIT,LOS ANGELES,90036,2012-05-23,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348388,435 Detroit,435 DETROIT,LOS ANGELES,90036,2013-01-03,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348388,435 Detroit,435 DETROIT,LOS ANGELES,90036,2013-11-12,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348397,4733 Elmwood HOA,4733 ELMWOOD,LOS ANGELES,90004,2011-04-25,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348397,4733 Elmwood HOA,4733 ELMWOOD,LOS ANGELES,90004,2015-03-23,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348397,4733 Elmwood HOA,4733 ELMWOOD,LOS ANGELES,90004,2017-05-19,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2001-02-21,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2003-06-26,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2003-07-23,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2008-10-15,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2008-12-09,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2009-09-22,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348401,4929 Wilshire LP,4929 WILSHIRE,LOS ANGELES,90010,2010-08-11,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348407,5055 Wilshire,5055 WILSHIRE 130,LOS ANGELES,90036,2001-03-16,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348407,5055 Wilshire,5055 WILSHIRE 130,LOS ANGELES,90036,2015-06-22,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348407,5055 Wilshire,5055 WILSHIRE 130,LOS ANGELES,90036,2016-10-05,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348407,5055 Wilshire,5055 WILSHIRE 130,LOS ANGELES,90036,2016-12-16,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348408,512 Rose LLC,512 ROSE,VENICE,90291,2008-03-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348408,512 Rose LLC,512 ROSE,VENICE,90291,2008-10-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348408,512 Rose LLC,512 ROSE,VENICE,90291,2009-01-13,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348408,512 Rose LLC,512 ROSE,VENICE,90291,2013-11-20,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348413,52nd Street Well,4421 52ND,MAYWOOD,90270,2008-02-29,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348413,52nd Street Well,4421 52ND,MAYWOOD,90270,2009-01-13,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348413,52nd Street Well,4421 52ND,MAYWOOD,90270,2014-07-21,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2003-02-14,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2003-03-04,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2008-10-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2008-12-09,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2011-07-18,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,UNSPEC,CIWQS
348436,6100 Wilshire,6100 WILSHIRE,LOS ANGELES,90035,2011-07-25,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2000-06-16,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2001-02-20,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2008-10-15,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2011-07-06,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2014-02-11,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2015-06-26,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348439,620 Gramercy Place,620 GRAMERCY,LOS ANGELES,90005,2018-09-24,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348441,630 Hauser,630 HAUSER,LOS ANGELES,90036,2001-07-23,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348441,630 Hauser,630 HAUSER,LOS ANGELES,90036,2001-09-12,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348441,630 Hauser,630 HAUSER,LOS ANGELES,90036,2008-10-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348441,630 Hauser,630 HAUSER,LOS ANGELES,90036,2013-05-17,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348445,6500 Wilshire,6500 WILSHIRE,LOS ANGELES,90048,2018-12-21,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348475,"750 Garland, LLC",750 GARLAND,LOS ANGELES,90017,2000-02-17,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,UNSPEC,CIWQS
348475,"750 Garland, LLC",750 GARLAND,LOS ANGELES,90017,2002-11-08,Oral Communication,Oral Communication,,Water Boards,UNSPEC,CIWQS
348475,"750 Garland, LLC",750 GARLAND,LOS ANGELES,90017,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348475,"750 Garland, LLC",750 GARLAND,LOS ANGELES,90017,2010-02-16,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348478,76 Product Station No. 4454,7751 BEVERLY,LOS ANGELES,90013,2009-08-06,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348480,76 Products Station #0981,1004 LA CIENEGA,LOS ANGELES,90035,1999-08-26,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,UNSPEC,CIWQS
348480,76 Products Station #0981,1004 LA CIENEGA,LOS ANGELES,90035,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2008-10-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2008-12-09,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2010-08-12,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2016-09-27,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348502,8383 Wilshire,8383 WILSHIRE,BEVERLY HILLS,90211,2018-12-21,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348503,8484 Wilshire,8484 WILSHIRE,BEVERLY HILLS,90211,2011-04-14,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348519,960 Doheny Condominium,960 DOHENY,WEST HOLLYWOOD,90069,2000-02-18,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348519,960 Doheny Condominium,960 DOHENY,WEST HOLLYWOOD,90069,2013-11-12,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348519,960 Doheny Condominium,960 DOHENY,WEST HOLLYWOOD,90069,2016-05-31,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348557,ADL Building,10495 SANTA MONICA,LOS ANGELES,90025,2001-12-04,Oral Communication,Oral Communication,,Water Boards,UNSPEC,CIWQS
348557,ADL Building,10495 SANTA MONICA,LOS ANGELES,90025,2008-10-10,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348600,Allegro Towers,1401 KETTNER,SAN DIEGO,92101,2003-10-09,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,UNSPEC,CIWQS
348616,AM/PM Special Delivery Service,11223 VENICE,LOS ANGELES,90066,2001-04-12,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348710,Arco Service Staion (Glen Smit,6580 PARAMOUNT,LONG BEACH,90805,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348747,Arlington Well # 2,5107 ARLINGTON,LOS ANGELES,90043,2003-03-04,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348778,Atherton Plaza,5500 ATHERTON,LONG BEACH,90815,2017-04-27,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348778,Atherton Plaza,5500 ATHERTON,LONG BEACH,90815,2018-07-25,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348780,Onni Atria L.P.,10635 SANTA MONICA,LOS ANGELES,90025,2003-02-14,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348780,Onni Atria L.P.,10635 SANTA MONICA,LOS ANGELES,90025,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348780,Onni Atria L.P.,10635 SANTA MONICA,LOS ANGELES,90025,2011-03-29,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348780,Onni Atria L.P.,10635 SANTA MONICA,LOS ANGELES,90025,2011-07-20,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348780,Onni Atria L.P.,10635 SANTA MONICA,LOS ANGELES,90025,2016-09-27,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2003-02-14,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2005-10-31,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2011-03-29,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2011-07-20,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2015-05-22,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348781,Onni Atria L.P.,10585 SANTA MONICA,LOS ANGELES,90025,2016-10-07,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348807,Babylon Apartments,360 DETROIT,LOS ANGELES,90036,2000-06-23,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348807,Babylon Apartments,360 DETROIT,LOS ANGELES,90036,2000-12-27,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348807,Babylon Apartments,360 DETROIT,LOS ANGELES,90036,2001-01-05,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348807,Babylon Apartments,360 DETROIT,LOS ANGELES,90036,2008-10-15,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348807,Babylon Apartments,360 DETROIT,LOS ANGELES,90036,2018-12-21,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348820,Barrier Injection Monitor Well Project,404 PROSPECT,REDONDO BEACH,90277,2011-03-23,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348820,Barrier Injection Monitor Well Project,404 PROSPECT,REDONDO BEACH,90277,2012-11-26,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348828,Bassett Wellfield,3820 GILMAN,EL MONTE,91732,2007-12-14,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348828,Bassett Wellfield,3820 GILMAN,EL MONTE,91732,2009-07-15,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,UNSPEC,CIWQS
348878,Bevcon 1 Project,8480 BEVERLY,LOS ANGELES,90048,2013-11-20,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2000-07-13,Staff Enforcement Letter (Informal),Staff Enforcement Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2004-05-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2004-05-27,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2004-06-18,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2010-08-03,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2012-08-17,Administrative Enforcement with Penality,Administrative Enforcement with Civil Liability (Penality),,Water Boards,NPDNONMUNI,CIWQS
348882,Beverly Connection Mall,8489 3RD,LOS ANGELES,90048,2017-06-23,Expedited Payment Letter,Expedited Payment Letter where the Discharger Acknowledges Violations,,Water Boards,NPDNONMUNI,CIWQS
348884,Beverly Hot Springs,,,,2001-02-01,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,UNSPEC,CIWQS
